PCON24CD,Seat,Region,mean_Con,mean_Lab,mean_LDem,mean_Green,mean_Reform,mean_Plaid,mean_SNP,mean_Other,lo_Con,lo_Lab,lo_LDem,lo_Green,lo_Reform,lo_Plaid,lo_SNP,lo_Other,hi_Con,hi_Lab,hi_LDem,hi_Green,hi_Reform,hi_Plaid,hi_SNP,hi_Other
E14001394,North East Somerset and Hanham,South West, 26.84 , 44.01 , 13.94 , 1.92 , 12.10 , -   , -   , 1.20 , 21.08 , 35.08 , 5.45 , 0.34 , 5.83 , -   , -   , 0.21 , 32.65 , 53.14 , 25.66 , 5.85 , 20.04 , -   , -   , 3.77 
E14001395,North Herefordshire,West Midlands, 29.48 , 21.73 , 10.54 , 25.10 , 12.00 , -   , -   , 1.15 , 21.62 , 13.62 , 3.89 , 13.36 , 5.59 , -   , -   , 0.18 , 37.99 , 30.38 , 19.67 , 39.11 , 22.36 , -   , -   , 3.71 
E14001396,North Norfolk,East of England, 28.81 , 15.56 , 40.14 , 0.83 , 14.65 , -   , -   , -   , 20.34 , 9.64 , 25.97 , 0.06 , 7.37 , -   , -   , -   , 37.20 , 23.58 , 54.58 , 3.53 , 24.14 , -   , -   , -   
E14001397,North Northumberland,North East, 25.72 , 42.04 , 6.43 , 3.08 , 20.62 , -   , -   , 2.11 , 19.14 , 32.93 , 1.85 , 0.42 , 11.71 , -   , -   , 0.43 , 32.23 , 52.00 , 13.36 , 9.37 , 31.73 , -   , -   , 6.22 
E14001398,North Shropshire,West Midlands,26.0,20.0,26.2,5.8,17.3,-,-,4.8,,,,,,,,,,,,,,,,
E14001399,North Somerset,South West, 25.81 , 45.32 , 10.87 , 5.82 , 9.59 , -   , -   , 2.59 , 19.85 , 35.56 , 3.66 , 1.48 , 4.24 , -   , -   , 0.60 , 32.63 , 55.25 , 22.12 , 12.95 , 17.63 , -   , -   , 6.58 
E14001400,North Warwickshire and Bedworth,West Midlands, 33.94 , 44.46 , 1.99 , 2.46 , 17.15 , -   , -   , -   , 26.88 , 33.30 , 0.48 , 0.35 , 8.23 , -   , -   , -   , 42.31 , 54.30 , 5.05 , 7.53 , 29.30 , -   , -   , -   
E14001401,North West Cambridgeshire,East of England, 32.20 , 36.29 , 6.43 , 3.83 , 21.25 , -   , -   , -   , 24.78 , 28.50 , 2.19 , 1.06 , 12.86 , -   , -   , -   , 39.89 , 44.85 , 13.12 , 9.04 , 30.93 , -   , -   , -   
E14001402,North West Essex,East of England, 33.47 , 23.33 , 27.85 , 4.68 , 9.61 , -   , -   , 1.05 , 26.21 , 16.00 , 16.15 , 1.09 , 4.01 , -   , -   , 0.21 , 41.94 , 31.51 , 41.42 , 11.10 , 17.23 , -   , -   , 3.25 
E14001403,North West Hampshire,South East, 36.06 , 33.97 , 11.32 , 5.82 , 11.94 , -   , -   , 0.90 , 28.48 , 25.90 , 4.91 , 1.21 , 5.76 , -   , -   , 0.18 , 43.14 , 43.41 , 21.54 , 13.32 , 21.45 , -   , -   , 2.87 
E14001404,North West Leicestershire,East Midlands, 29.67 , 38.26 , 4.71 , 5.89 , 20.11 , -   , -   , 1.37 , 23.06 , 29.39 , 1.32 , 1.07 , 11.30 , -   , -   , 0.28 , 37.19 , 47.55 , 11.35 , 15.60 , 31.15 , -   , -   , 4.13 
E14001405,North West Norfolk,East of England, 27.45 , 34.46 , 7.67 , 3.19 , 27.22 , -   , -   , -   , 20.22 , 26.75 , 2.38 , 0.48 , 16.70 , -   , -   , -   , 34.60 , 43.36 , 15.68 , 8.87 , 39.75 , -   , -   , -   
E14001406,Northampton North,East Midlands, 28.99 , 41.33 , 4.89 , 4.88 , 14.76 , -   , -   , 5.16 , 22.70 , 32.46 , 2.04 , 1.16 , 8.65 , -   , -   , 1.40 , 35.37 , 51.14 , 9.36 , 12.18 , 22.81 , -   , -   , 12.18 
E14001407,Northampton South,East Midlands, 26.51 , 41.44 , 4.77 , 6.03 , 18.33 , -   , -   , 2.93 , 20.41 , 31.49 , 1.39 , 1.12 , 10.28 , -   , -   , 0.70 , 33.03 , 51.46 , 10.39 , 15.63 , 27.40 , -   , -   , 7.63 
E14001408,Norwich North,East of England, 27.53 , 53.98 , 3.33 , 2.65 , 9.49 , -   , -   , 3.02 , 22.28 , 46.63 , 0.97 , 0.42 , 4.85 , -   , -   , 0.66 , 32.84 , 61.25 , 7.56 , 7.81 , 15.67 , -   , -   , 7.62 
E14001409,Norwich South,East of England, 15.32 , 51.04 , 11.62 , 9.98 , 8.14 , -   , -   , 3.89 , 11.50 , 41.03 , 5.10 , 3.77 , 3.86 , -   , -   , 0.94 , 19.86 , 60.93 , 20.85 , 19.14 , 13.93 , -   , -   , 10.07 
E14001410,Nottingham East,East Midlands, 12.51 , 61.45 , 4.08 , 8.38 , 7.68 , -   , -   , 5.89 , 9.35 , 51.53 , 1.13 , 2.88 , 3.86 , -   , -   , 1.82 , 16.51 , 69.98 , 9.65 , 16.29 , 13.47 , -   , -   , 13.75 
E14001411,Nottingham North and Kimberley,East Midlands, 17.79 , 59.43 , 2.76 , 4.97 , 15.05 , -   , -   , -   , 12.99 , 49.94 , 0.55 , 1.23 , 7.48 , -   , -   , -   , 23.41 , 69.06 , 7.33 , 12.27 , 24.75 , -   , -   , -   
E14001412,Nottingham South,East Midlands, 14.40 , 46.16 , 6.13 , 15.27 , 11.18 , -   , -   , 6.87 , 10.74 , 33.46 , 1.65 , 5.42 , 5.36 , -   , -   , 1.94 , 19.18 , 58.15 , 13.85 , 32.25 , 19.32 , -   , -   , 14.68 
E14001413,Nuneaton,West Midlands, 25.47 , 47.31 , 1.62 , 4.98 , 18.88 , -   , -   , 1.73 , 19.03 , 37.47 , 0.43 , 0.91 , 10.44 , -   , -   , 0.33 , 31.38 , 56.61 , 4.12 , 13.33 , 29.70 , -   , -   , 4.90 
E14001414,Old Bexley and Sidcup,London, 33.15 , 42.92 , 4.59 , 4.50 , 12.91 , -   , -   , 1.93 , 26.17 , 34.27 , 1.66 , 1.01 , 6.09 , -   , -   , 0.43 , 40.26 , 51.31 , 9.67 , 10.86 , 21.76 , -   , -   , 5.27 
E14001415,Oldham East and Saddleworth,North West, 19.25 , 49.28 , 4.78 , 2.23 , 16.26 , -   , -   , 8.20 , 14.65 , 38.26 , 1.41 , 0.24 , 8.61 , -   , -   , 2.48 , 24.63 , 59.39 , 11.82 , 7.11 , 26.65 , -   , -   , 19.43 
E14001416,"Oldham West, Chadderton and Royton",North West, 13.01 , 57.79 , 3.31 , 1.61 , 13.38 , -   , -   , 10.89 , 9.66 , 47.93 , 0.90 , 0.25 , 6.97 , -   , -   , 4.09 , 16.76 , 66.77 , 7.60 , 5.00 , 21.58 , -   , -   , 21.83 
E14001417,Orpington,London, 31.68 , 35.71 , 14.56 , 3.88 , 12.18 , -   , -   , 1.99 , 24.40 , 26.25 , 6.18 , 0.75 , 5.40 , -   , -   , 0.43 , 38.81 , 46.12 , 25.79 , 9.22 , 21.93 , -   , -   , 5.39 
E14001418,Ossett and Denby Dale,Yorkshire and The Humber, 24.31 , 53.48 , 2.43 , 1.46 , 16.39 , -   , -   , 1.93 , 18.74 , 43.81 , 0.58 , 0.13 , 8.92 , -   , -   , 0.34 , 30.08 , 63.59 , 6.31 , 5.55 , 25.64 , -   , -   , 5.47 
E14001419,Oxford East,South East, 11.61 , 53.20 , 13.39 , 11.71 , -   , -   , -   , 10.09 , 7.58 , 39.00 , 4.47 , 2.92 , -   , -   , -   , 2.58 , 15.71 , 67.43 , 25.78 , 26.65 , -   , -   , -   , 23.48 
E14001420,Oxford West and Abingdon,South East, 16.17 , 16.63 , 55.96 , 4.85 , 4.14 , -   , -   , 2.25 , 12.21 , 11.85 , 47.66 , 1.95 , 1.82 , -   , -   , 0.73 , 20.53 , 22.26 , 63.60 , 9.19 , 7.46 , -   , -   , 4.82 
E14001421,Peckham,London, 9.32 , 52.75 , 10.45 , 13.11 , 8.62 , -   , -   , 5.75 , 6.56 , 38.70 , 2.92 , 3.76 , 3.65 , -   , -   , 1.25 , 12.79 , 65.39 , 23.03 , 27.37 , 16.28 , -   , -   , 14.51 
E14001422,Pendle and Clitheroe,North West, 36.02 , 41.19 , 4.07 , 2.17 , 14.87 , -   , -   , 1.68 , 28.47 , 33.08 , 1.22 , 0.30 , 7.44 , -   , -   , 0.34 , 44.39 , 50.41 , 9.13 , 7.03 , 25.16 , -   , -   , 5.46 
E14001423,Penistone and Stocksbridge,Yorkshire and The Humber, 21.83 , 53.90 , 6.69 , 0.19 , 17.38 , -   , -   , -   , 15.75 , 43.72 , 1.93 , 0.01 , 9.18 , -   , -   , -   , 28.14 , 63.89 , 15.05 , 0.83 , 28.47 , -   , -   , -   
E14001424,Penrith and Solway,North West, 24.52 , 43.51 , 8.18 , 5.04 , 17.15 , -   , -   , 1.60 , 18.51 , 34.08 , 2.56 , 1.12 , 9.81 , -   , -   , 0.29 , 30.36 , 53.11 , 17.87 , 13.04 , 27.39 , -   , -   , 4.54 
E14001425,Peterborough,East of England, 23.64 , 43.97 , 4.83 , 12.76 , 10.53 , -   , -   , 4.28 , 18.57 , 33.73 , 1.35 , 5.23 , 5.53 , -   , -   , 1.10 , 29.47 , 53.46 , 11.21 , 24.59 , 17.50 , -   , -   , 10.66 
E14001426,Plymouth Moor View,South West, 26.87 , 48.92 , 4.17 , 3.82 , 16.23 , -   , -   , -   , 20.39 , 39.61 , 1.04 , 0.76 , 8.92 , -   , -   , -   , 33.87 , 57.45 , 9.88 , 9.58 , 26.02 , -   , -   , -   
E14001427,Plymouth Sutton and Devonport,South West, 21.53 , 57.55 , 3.82 , 3.92 , 10.50 , -   , -   , 2.67 , 16.65 , 48.30 , 1.16 , 0.86 , 5.19 , -   , -   , 0.66 , 26.35 , 66.05 , 8.71 , 10.54 , 17.21 , -   , -   , 6.75 
E14001428,"Pontefract, Castleford and Knottingley",Yorkshire and The Humber, 11.80 , 58.53 , 5.21 , 0.13 , 20.32 , -   , -   , 4.01 , 8.05 , 46.90 , 1.38 , 0.01 , 10.60 , -   , -   , 0.91 , 16.00 , 69.98 , 12.95 , 0.58 , 32.72 , -   , -   , 11.67 
E14001429,Poole,South West, 27.88 , 31.01 , 18.73 , 3.89 , 15.98 , -   , -   , 2.50 , 21.02 , 22.68 , 9.03 , 0.81 , 8.98 , -   , -   , 0.56 , 34.34 , 40.34 , 31.09 , 10.08 , 25.75 , -   , -   , 6.71 
E14001430,Poplar and Limehouse,London, 12.18 , 57.65 , 11.96 , 5.98 , 5.89 , -   , -   , 6.35 , 9.37 , 47.06 , 5.85 , 1.84 , 2.85 , -   , -   , 1.68 , 15.97 , 67.91 , 19.71 , 12.52 , 10.77 , -   , -   , 13.61 
E14001431,Portsmouth North,South East, 34.69 , 45.62 , 4.95 , 2.79 , 11.95 , -   , -   , -   , 28.35 , 38.14 , 1.94 , 0.49 , 6.16 , -   , -   , -   , 41.30 , 53.60 , 10.12 , 7.93 , 19.17 , -   , -   , -   
E14001432,Portsmouth South,South East, 20.38 , 51.03 , 14.36 , 0.28 , 11.46 , -   , -   , 2.48 , 15.73 , 41.77 , 7.46 , 0.02 , 5.68 , -   , -   , 0.55 , 25.39 , 60.52 , 24.21 , 1.19 , 18.42 , -   , -   , 7.43 
E14001433,Preston,North West, 15.36 , 48.90 , 6.87 , 8.50 , 11.04 , -   , -   , 9.33 , 11.65 , 38.24 , 2.64 , 2.68 , 5.56 , -   , -   , 3.08 , 19.57 , 58.90 , 12.97 , 18.59 , 17.98 , -   , -   , 20.12 
E14001434,Putney,London, 26.10 , 51.13 , 8.07 , 5.89 , 6.15 , -   , -   , 2.67 , 20.97 , 40.68 , 3.06 , 1.03 , 2.67 , -   , -   , 0.59 , 32.02 , 60.88 , 15.59 , 15.22 , 10.86 , -   , -   , 7.21 
E14001435,Queen's Park and Maida Vale,London, 16.17 , 39.17 , 22.97 , 9.10 , 8.56 , -   , -   , 4.04 , 11.68 , 27.36 , 11.83 , 2.02 , 3.30 , -   , -   , 0.96 , 21.38 , 50.58 , 37.38 , 21.31 , 18.02 , -   , -   , 10.27 
E14001436,Rawmarsh and Conisbrough,Yorkshire and The Humber, 12.71 , 49.87 , 2.74 , 3.20 , 28.27 , -   , -   , 3.21 , 8.99 , 39.29 , 0.69 , 0.40 , 18.39 , -   , -   , 0.57 , 16.29 , 60.66 , 6.82 , 10.36 , 39.90 , -   , -   , 8.58 
E14001437,Rayleigh and Wickford,East of England, 34.17 , 35.86 , 7.78 , 1.75 , 20.45 , -   , -   , -   , 26.50 , 27.70 , 3.00 , 0.25 , 11.42 , -   , -   , -   , 41.95 , 44.84 , 14.61 , 5.18 , 32.13 , -   , -   , -   
E14001438,Reading Central,South East, 23.64 , 50.66 , 5.66 , 6.23 , 7.88 , -   , -   , 5.95 , 18.26 , 40.17 , 1.44 , 1.47 , 3.32 , -   , -   , 1.63 , 29.15 , 60.30 , 12.62 , 15.37 , 14.55 , -   , -   , 13.79 
E14001439,Reading West and Mid Berkshire,South East, 27.77 , 41.55 , 11.30 , 4.61 , 12.92 , -   , -   , 1.85 , 20.78 , 31.82 , 3.69 , 0.85 , 5.54 , -   , -   , 0.27 , 34.40 , 51.81 , 23.08 , 12.80 , 23.09 , -   , -   , 6.23 
E14001440,Redcar,North East, 21.23 , 50.84 , 4.16 , 3.84 , 17.81 , -   , -   , 2.12 , 15.40 , 40.31 , 1.07 , 0.63 , 9.21 , -   , -   , 0.46 , 27.20 , 59.88 , 11.05 , 11.09 , 29.06 , -   , -   , 6.27 
E14001441,Redditch,West Midlands, 31.95 , 42.18 , 6.88 , 4.85 , 12.54 , -   , -   , 1.59 , 25.18 , 32.62 , 1.85 , 0.84 , 5.75 , -   , -   , 0.31 , 39.09 , 52.04 , 16.56 , 13.74 , 21.33 , -   , -   , 4.51 
E14001442,Reigate,South East, 27.10 , 30.73 , 20.59 , 12.97 , 8.61 , -   , -   , -   , 19.92 , 20.81 , 9.25 , 4.73 , 4.00 , -   , -   , -   , 35.04 , 42.27 , 35.48 , 25.61 , 15.33 , -   , -   , -   
E14001443,Ribble Valley,North West, 30.86 , 40.06 , 5.88 , 2.89 , 19.22 , -   , -   , 1.09 , 24.00 , 30.81 , 1.78 , 0.59 , 9.99 , -   , -   , 0.20 , 38.07 , 48.92 , 13.06 , 8.02 , 30.16 , -   , -   , 3.64 
E14001444,Richmond and Northallerton,Yorkshire and The Humber, 37.69 , 26.81 , 10.29 , 3.47 , 20.05 , -   , -   , 1.70 , 32.05 , 21.37 , 6.73 , 1.57 , 13.87 , -   , -   , 0.57 , 43.88 , 32.27 , 14.57 , 6.17 , 27.32 , -   , -   , 3.61 
E14001445,Richmond Park,London, 20.99 , 7.35 , 64.20 , 0.53 , 5.85 , -   , -   , 1.08 , 13.23 , 3.56 , 50.76 , 0.04 , 1.93 , -   , -   , 0.16 , 29.64 , 13.68 , 77.09 , 2.02 , 11.89 , -   , -   , 3.57 
E14001446,Rochdale,North West, 14.58 , 49.26 , 8.15 , 8.13 , 12.90 , -   , -   , 6.98 , 11.09 , 39.30 , 3.11 , 2.73 , 7.09 , -   , -   , 1.92 , 18.48 , 59.18 , 15.55 , 16.14 , 20.76 , -   , -   , 15.84 
E14001447,Rochester and Strood,South East, 30.78 , 41.81 , 5.48 , 4.92 , 13.41 , -   , -   , 3.60 , 24.55 , 32.23 , 1.99 , 1.09 , 6.80 , -   , -   , 0.95 , 36.96 , 50.22 , 11.44 , 12.39 , 23.35 , -   , -   , 9.26 
E14001448,Romford,London, 33.64 , 41.91 , 5.99 , 4.16 , 11.94 , -   , -   , 2.37 , 26.83 , 33.09 , 1.96 , 1.02 , 5.86 , -   , -   , 0.53 , 40.51 , 51.40 , 12.63 , 9.56 , 19.92 , -   , -   , 6.32 
E14001449,Romsey and Southampton North,South East, 31.18 , 23.66 , 33.65 , 1.28 , 9.18 , -   , -   , 1.04 , 24.37 , 16.09 , 22.77 , 0.14 , 4.53 , -   , -   , 0.17 , 38.45 , 32.46 , 46.53 , 4.20 , 16.64 , -   , -   , 2.99 
E14001450,Rossendale and Darwen,North West, 27.81 , 49.67 , 2.37 , 8.21 , 10.44 , -   , -   , 1.50 , 22.14 , 41.44 , 0.64 , 2.31 , 4.89 , -   , -   , 0.31 , 33.43 , 58.32 , 6.04 , 16.98 , 18.01 , -   , -   , 4.23 
E14001451,Rother Valley,Yorkshire and The Humber, 20.06 , 50.33 , 3.85 , 5.65 , 20.12 , -   , -   , -   , 14.62 , 39.79 , 0.88 , 1.15 , 10.36 , -   , -   , -   , 25.70 , 61.09 , 10.07 , 15.29 , 31.17 , -   , -   , -   
E14001452,Rotherham,Yorkshire and The Humber, -   , 63.29 , 16.15 , 2.94 , 15.36 , -   , -   , 2.26 , -   , 42.83 , 3.14 , 0.28 , 4.16 , -   , -   , 0.20 , -   , 82.04 , 36.92 , 10.12 , 33.50 , -   , -   , 8.08 
E14001453,Rugby,West Midlands, 32.50 , 48.48 , 5.37 , 2.80 , 9.05 , -   , -   , 1.81 , 25.76 , 40.16 , 1.54 , 0.46 , 4.49 , -   , -   , 0.36 , 39.16 , 57.73 , 12.37 , 8.59 , 15.42 , -   , -   , 5.28 
E14001454,"Ruislip, Northwood and Pinner",London, 40.51 , 35.89 , 6.51 , 6.96 , 10.14 , -   , -   , -   , 31.80 , 27.26 , 2.07 , 1.74 , 4.76 , -   , -   , -   , 49.15 , 44.86 , 13.98 , 15.78 , 17.63 , -   , -   , -   
E14001455,Runcorn and Helsby,North West, 16.03 , 58.74 , 3.80 , 1.97 , 17.83 , -   , -   , 1.64 , 11.92 , 49.35 , 1.17 , 0.26 , 10.57 , -   , -   , 0.34 , 20.49 , 67.51 , 8.36 , 6.00 , 27.35 , -   , -   , 4.54 
E14001456,Runnymede and Weybridge,South East, 32.59 , 31.46 , 21.53 , 4.10 , 8.77 , -   , -   , 1.55 , 25.74 , 21.92 , 10.55 , 0.66 , 3.90 , -   , -   , 0.29 , 39.97 , 41.39 , 35.01 , 11.57 , 15.71 , -   , -   , 4.58 
E14001457,Rushcliffe,East Midlands, 31.18 , 47.94 , 9.30 , 1.30 , 8.70 , -   , -   , 1.59 , 24.80 , 38.93 , 3.28 , 0.17 , 4.21 , -   , -   , 0.32 , 38.71 , 56.17 , 18.71 , 4.40 , 14.75 , -   , -   , 4.44 
E14001458,Rutland and Stamford,East Midlands, 37.06 , 30.01 , 9.06 , 6.88 , 15.84 , -   , -   , 1.15 , 28.42 , 21.72 , 3.15 , 1.55 , 7.43 , -   , -   , 0.21 , 45.46 , 39.70 , 18.01 , 16.33 , 27.67 , -   , -   , 3.51 
E14001459,Salford,North West, 12.21 , 57.43 , 7.11 , 3.65 , 11.57 , -   , -   , 8.02 , 9.19 , 47.46 , 2.70 , 0.86 , 5.93 , -   , -   , 2.87 , 15.74 , 66.08 , 13.81 , 8.34 , 18.48 , -   , -   , 16.89 
E14001460,Salisbury,South West, 28.73 , 29.54 , 25.55 , 5.85 , 9.30 , -   , -   , 1.02 , 21.87 , 20.39 , 13.57 , 1.23 , 4.49 , -   , -   , 0.22 , 36.14 , 40.09 , 41.01 , 15.51 , 18.06 , -   , -   , 3.03 
E14001461,Scarborough and Whitby,Yorkshire and The Humber, 28.20 , 52.06 , 3.49 , 0.21 , 14.14 , -   , -   , 1.90 , 21.75 , 42.31 , 0.73 , 0.02 , 6.07 , -   , -   , 0.37 , 34.68 , 61.28 , 9.44 , 0.78 , 25.99 , -   , -   , 5.37 
E14001462,Scunthorpe,Yorkshire and The Humber, 27.17 , 46.88 , 2.50 , 1.80 , 18.73 , -   , -   , 2.92 , 21.41 , 37.71 , 0.55 , 0.27 , 9.97 , -   , -   , 0.66 , 33.58 , 56.05 , 6.96 , 5.75 , 29.16 , -   , -   , 7.39 
E14001463,Sefton Central,North West, 14.47 , 66.09 , 4.44 , 2.70 , 9.17 , -   , -   , 3.13 , 10.71 , 56.54 , 1.25 , 0.44 , 4.41 , -   , -   , 0.54 , 18.70 , 74.64 , 11.04 , 8.04 , 16.33 , -   , -   , 8.71 
E14001464,Selby,Yorkshire and The Humber, 26.07 , 47.17 , 4.84 , 4.00 , 17.91 , -   , -   , -   , 19.38 , 37.90 , 1.49 , 0.66 , 9.30 , -   , -   , -   , 33.35 , 56.11 , 10.34 , 10.79 , 28.56 , -   , -   , -   
E14001465,Sevenoaks,South East, 37.00 , 26.02 , 15.14 , 5.18 , 15.72 , -   , -   , 0.94 , 27.80 , 17.89 , 6.39 , 0.76 , 7.66 , -   , -   , 0.14 , 45.51 , 35.07 , 27.59 , 15.09 , 27.56 , -   , -   , 3.01 
E14001466,Sheffield Brightside and Hillsborough,Yorkshire and The Humber, 12.28 , 58.74 , 2.51 , 17.64 , -   , -   , -   , 8.82 , 8.21 , 47.82 , 0.57 , 7.87 , -   , -   , -   , 2.30 , 16.90 , 71.73 , 6.74 , 30.37 , -   , -   , -   , 18.99 
E14001467,Sheffield Central,Yorkshire and The Humber, 7.29 , 62.43 , 12.84 , 11.66 , -   , -   , -   , 5.79 , 4.62 , 47.71 , 4.36 , 3.44 , -   , -   , -   , 1.05 , 10.54 , 75.44 , 25.49 , 25.32 , -   , -   , -   , 16.78 
E14001468,Sheffield Hallam,Yorkshire and The Humber, 16.69 , 54.43 , 15.68 , 9.64 , -   , -   , -   , 3.57 , 11.18 , 39.11 , 4.04 , 2.55 , -   , -   , -   , 0.58 , 23.72 , 69.07 , 32.90 , 22.70 , -   , -   , -   , 11.47 
E14001469,Sheffield Heeley,Yorkshire and The Humber, 13.71 , 67.96 , 7.46 , 6.46 , -   , -   , -   , 4.40 , 10.01 , 57.75 , 2.64 , 1.59 , -   , -   , -   , 0.92 , 17.95 , 76.72 , 15.52 , 15.02 , -   , -   , -   , 11.39 
E14001470,Sheffield South East,Yorkshire and The Humber, 19.43 , 65.56 , 5.66 , 3.51 , -   , -   , -   , 5.84 , 13.93 , 53.80 , 1.28 , 0.44 , -   , -   , -   , 1.41 , 25.59 , 75.88 , 13.43 , 10.37 , -   , -   , -   , 15.22 
E14001471,Sherwood Forest,East Midlands, 26.20 , 43.94 , 3.15 , 3.59 , 20.81 , -   , -   , 2.30 , 19.97 , 35.14 , 0.93 , 0.76 , 12.73 , -   , -   , 0.54 , 32.82 , 52.71 , 7.24 , 9.91 , 30.86 , -   , -   , 6.18 
E14001472,Shipley,Yorkshire and The Humber, 25.31 , 43.88 , 9.80 , 6.96 , 12.78 , -   , -   , 1.27 , 19.71 , 34.85 , 3.98 , 1.69 , 6.61 , -   , -   , 0.23 , 31.31 , 52.92 , 18.47 , 16.10 , 21.57 , -   , -   , 3.60 
E14001473,Shrewsbury,West Midlands, 25.83 , 51.22 , 6.19 , 2.89 , 12.69 , -   , -   , 1.18 , 20.09 , 41.47 , 1.75 , 0.36 , 6.40 , -   , -   , 0.23 , 31.91 , 61.27 , 14.03 , 8.68 , 21.97 , -   , -   , 3.44 
E14001474,Sittingbourne and Sheppey,South East, 27.05 , 32.30 , 3.19 , 2.27 , 18.88 , -   , -   , 16.31 , 19.31 , 23.31 , 0.80 , 0.35 , 10.62 , -   , -   , 6.76 , 35.23 , 41.44 , 8.13 , 6.54 , 29.39 , -   , -   , 32.69 
E14001475,Skipton and Ripon,Yorkshire and The Humber, 33.40 , 31.09 , 16.33 , 4.52 , 13.05 , -   , -   , 1.61 , 26.18 , 22.23 , 6.47 , 0.75 , 6.51 , -   , -   , 0.30 , 41.97 , 40.92 , 28.66 , 11.97 , 22.52 , -   , -   , 5.08 
E14001476,Sleaford and North Hykeham,East Midlands, 31.79 , 30.68 , 5.91 , 8.19 , 22.08 , -   , -   , 1.34 , 24.92 , 22.95 , 2.24 , 3.09 , 12.47 , -   , -   , 0.26 , 39.15 , 38.86 , 12.46 , 15.98 , 32.99 , -   , -   , 3.58 
E14001477,Slough,South East, 15.91 , 39.14 , 18.43 , 5.57 , 10.71 , -   , -   , 10.25 , 11.35 , 28.71 , 9.27 , 1.36 , 5.20 , -   , -   , 3.24 , 21.58 , 50.03 , 30.44 , 13.18 , 18.26 , -   , -   , 21.92 
E14001478,Smethwick,West Midlands, 13.50 , 52.81 , 4.64 , 9.76 , 9.60 , -   , -   , 9.68 , 9.81 , 40.72 , 1.13 , 3.24 , 4.62 , -   , -   , 2.95 , 18.22 , 63.75 , 11.11 , 21.55 , 16.83 , -   , -   , 21.51 
E14001479,Solihull West and Shirley,West Midlands, 30.46 , 36.04 , 7.42 , 7.65 , 16.46 , -   , -   , 1.98 , 23.53 , 26.15 , 2.79 , 2.09 , 7.97 , -   , -   , 0.41 , 38.02 , 46.90 , 14.52 , 16.82 , 26.89 , -   , -   , 5.25 
E14001480,South Basildon and East Thurrock,East of England, 25.91 , 41.55 , 3.02 , 0.25 , 22.38 , -   , -   , 6.89 , 18.93 , 32.26 , 0.84 , 0.02 , 13.17 , -   , -   , 1.78 , 32.98 , 51.04 , 7.32 , 1.00 , 35.11 , -   , -   , 16.33 
E14001481,South Cambridgeshire,East of England, 25.87 , 21.43 , 42.88 , 1.08 , 6.81 , -   , -   , 1.92 , 18.48 , 13.17 , 25.86 , 0.08 , 2.70 , -   , -   , 0.36 , 33.17 , 31.51 , 59.66 , 4.53 , 12.91 , -   , -   , 5.89 
E14001482,South Cotswolds,South West, 29.48 , 17.61 , 34.24 , 4.89 , 13.12 , -   , -   , 0.67 , 21.75 , 10.75 , 20.10 , 0.77 , 5.64 , -   , -   , 0.10 , 37.34 , 25.61 , 49.97 , 14.74 , 23.77 , -   , -   , 2.21 
E14001483,South Derbyshire,East Midlands, 30.26 , 42.08 , 4.62 , 4.44 , 16.67 , -   , -   , 1.93 , 24.11 , 31.90 , 1.32 , 0.84 , 9.04 , -   , -   , 0.45 , 37.06 , 51.15 , 11.02 , 12.18 , 27.21 , -   , -   , 5.40 
E14001484,South Devon,South West, 24.83 , 23.91 , 34.97 , 0.68 , 13.80 , -   , -   , 1.81 , 17.86 , 15.91 , 20.46 , 0.08 , 6.65 , -   , -   , 0.34 , 32.50 , 33.63 , 51.05 , 2.86 , 23.94 , -   , -   , 5.38 
E14001485,South Dorset,South West, 24.67 , 32.28 , 18.10 , 3.26 , 20.31 , -   , -   , 1.38 , 18.60 , 23.17 , 9.76 , 0.43 , 11.21 , -   , -   , 0.27 , 31.02 , 41.41 , 29.67 , 9.61 , 31.67 , -   , -   , 3.84 
E14001486,South East Cornwall,South West, 26.56 , 35.62 , 15.80 , 2.28 , 18.32 , -   , -   , 1.41 , 19.72 , 26.70 , 7.14 , 0.34 , 9.34 , -   , -   , 0.24 , 33.43 , 44.70 , 27.40 , 6.89 , 30.34 , -   , -   , 4.55 
E14001487,South Holland and The Deepings,East Midlands, 34.24 , 27.99 , 6.31 , 3.50 , 25.46 , -   , -   , 2.51 , 26.35 , 20.87 , 2.00 , 0.64 , 15.78 , -   , -   , 0.66 , 42.96 , 36.22 , 13.93 , 8.61 , 37.23 , -   , -   , 6.36 
E14001488,South Leicestershire,East Midlands, 31.94 , 36.55 , 9.25 , 2.52 , 19.73 , -   , -   , -   , 23.87 , 28.72 , 3.53 , 0.42 , 10.64 , -   , -   , -   , 39.96 , 45.42 , 18.73 , 6.66 , 31.55 , -   , -   , -   
E14001489,South Norfolk,East of England, 28.97 , 35.48 , 8.06 , 5.17 , 21.16 , -   , -   , 1.15 , 21.74 , 26.77 , 2.62 , 1.24 , 11.64 , -   , -   , 0.23 , 36.13 , 44.87 , 16.98 , 12.73 , 32.41 , -   , -   , 3.35 
E14001490,South Northamptonshire,East Midlands, 34.24 , 38.16 , 7.05 , 3.75 , 13.87 , -   , -   , 2.93 , 27.44 , 28.63 , 2.41 , 0.56 , 7.14 , -   , -   , 0.70 , 41.76 , 47.52 , 15.08 , 10.97 , 22.87 , -   , -   , 8.20 
